data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', '592F[4.00,0.00,0.00]=4.99', '5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', 'le_us=5554', 'est[0.02,-0.11,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.21', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5706', 'est[0.00,-0.06,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.22', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=3.94', 'le_us=6500', 'est[0.01,-0.05,-0.04,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5432', 'est[0.02,-0.06,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.26', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.55', 'le_us=6011', 'est[0.03,-0.09,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.53', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5554', 'est[0.03,-0.08,-0.04,54]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.83', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.62', 'le_us=5554', 'est[0.02,-0.08,-0.05,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=3.94', 'le_us=6500', 'est[0.02,-0.07,-0.06,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.64', 'le_us=4272', 'est[0.00,-0.04,-0.05,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5737', 'est[-0.03,-0.02,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.01', '592F[4.00,0.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.50', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.04']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.96', 'le_us=3234', 'est[-0.03,-0.01,-0.00,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.05', '592F[4.00,0.00,0.00]=4.13', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.89', 'le_us=6713', 'est[-0.04,-0.00,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.01', '592F[4.00,0.00,0.00]=5.72', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.64', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.02', 'le_us=6652', 'est[-0.05,-0.01,0.00,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '592F[4.00,0.00,0.00]=4.07', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.04', 'le_us=6500', 'est[-0.05,-0.01,0.02,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.97', '592F[4.00,0.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.56', 'le_us=3143', 'est[-0.06,0.01,0.02,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.99', '592F[4.00,0.00,0.00]=4.11', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5859', 'est[-0.02,-0.07,0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5523', 'est[-0.02,-0.06,-0.02,26]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.24', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.59']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03']"
"['592F[4.00,0.00,0.00]=4.86', '5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.96', 'le_us=5706', 'est[-0.01,-0.06,-0.03,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.69', '1495[0.00,4.00,0.00]=3.99', 'le_us=6713', 'est[-0.00,-0.09,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.51', 'le_us=4455', 'est[-0.07,-0.05,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.00', '592F[4.00,0.00,0.00]=4.17', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5889', 'est[-0.04,-0.11,-0.01,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.57', 'le_us=4486', 'est[-0.02,-0.13,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.64', 'le_us=5737', 'est[-0.03,-0.11,-0.00,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.54', 'le_us=4486', 'est[-0.10,-0.08,0.01,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.00', '592F[4.00,0.00,0.00]=4.97', '5B01[4.00,4.00,0.00]=5.49', 'le_us=6042', 'est[-0.06,-0.18,-0.00,74]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.55', 'le_us=3265', 'est[-0.09,-0.12,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.59', 'le_us=3387', 'est[-0.07,-0.11,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=3.99', 'le_us=6500', 'est[-0.05,-0.11,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.74', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5706', 'est[-0.03,-0.12,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=4.02']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[-0.00,-0.14,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5554', 'est[0.01,-0.12,-0.05,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.62', 'le_us=6195', 'est[-0.01,-0.13,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5523', 'est[-0.00,-0.12,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.20', '1495[0.00,4.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=5.63']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.03']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.02', 'le_us=6500', 'est[-0.01,-0.08,0.01,35]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5249', 'est[-0.01,-0.06,0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5401', 'est[0.00,-0.07,0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.79', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5706', 'est[0.01,-0.10,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.61', 'le_us=3601', 'est[0.00,-0.09,0.01,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.83', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5523', 'est[-0.00,-0.07,-0.02,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.59', 'le_us=2960', 'est[0.01,-0.07,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5767', 'est[-0.07,-0.05,-0.02,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.05', '592F[4.00,0.00,0.00]=5.05', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.88', 'le_us=6683', 'est[-0.07,-0.04,-0.04,50]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '592F[4.00,0.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5584', 'est[-0.07,-0.02,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.05', '592F[4.00,0.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.01', 'le_us=6896', 'est[-0.06,-0.02,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.99', '592F[4.00,0.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5706', 'est[-0.03,-0.06,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.56', 'le_us=3295', 'est[-0.02,-0.09,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5249', 'est[-0.02,-0.07,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.96', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5706', 'est[-0.01,-0.10,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.67', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.60']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.95', 'le_us=6652', 'est[-0.01,-0.09,-0.04,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5920', 'est[0.01,-0.10,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5554', 'est[0.02,-0.09,-0.07,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.61', 'le_us=4516', 'est[-0.01,-0.06,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.07']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.59']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=3.97', 'le_us=6469', 'est[-0.00,-0.06,-0.05,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5523', 'est[-0.01,-0.05,-0.02,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5218', 'est[-0.01,-0.04,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.42', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[-0.01,-0.03,-0.03,17]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.62', 'le_us=5523', 'est[-0.01,-0.04,-0.04,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=5.49', 'le_us=6042', 'est[-0.11,-0.01,-0.01,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.96', '592F[4.00,0.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[-0.07,-0.03,-0.02,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.01', '592F[4.00,0.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.62', 'le_us=4150', 'est[-0.06,-0.02,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.05', '592F[4.00,0.00,0.00]=3.99']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5676', 'est[-0.04,-0.06,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.20', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.47']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=3.97', 'le_us=6469', 'est[-0.03,-0.06,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5493', 'est[-0.02,-0.04,0.00,47]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.83', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.65', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.94', 'le_us=946', 'est[-0.04,-0.04,-0.00,92]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '592F[4.00,0.00,0.00]=4.57', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=4.08']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', 'le_us=6896', 'est[-0.03,-0.03,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.99', '592F[4.00,0.00,0.00]=4.70', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5493', 'est[-0.02,-0.05,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5737', 'est[-0.06,-0.02,0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.02', '592F[4.00,0.00,0.00]=4.09', '5B01[4.00,4.00,0.00]=5.63']"
"['5B01[4.00,4.00,0.00]=5.52', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.91', 'le_us=6500', 'est[-0.03,-0.02,-0.01,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.96', '592F[4.00,0.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.59', 'le_us=3356', 'est[-0.04,-0.01,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.94', '592F[4.00,0.00,0.00]=4.61', '5B01[4.00,4.00,0.00]=5.64', 'le_us=5554', 'est[-0.05,-0.02,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.01', '592F[4.00,0.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.61']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.00', 'le_us=3204', 'est[-0.05,-0.01,0.01,48]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.04', '592F[4.00,0.00,0.00]=4.30', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=3.95', 'le_us=3387', 'est[-0.06,0.01,0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', '592F[4.00,0.00,0.00]=4.15', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5554', 'est[-0.04,-0.02,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', '592F[4.00,0.00,0.00]=4.11', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5706', 'est[-0.01,-0.06,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5523', 'est[-0.02,-0.05,-0.04,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.19', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5737', 'est[0.01,-0.08,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.21', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=5.48']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=4.00', 'le_us=6744', 'est[0.01,-0.11,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.20', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5737', 'est[0.01,-0.16,-0.03,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.17', '1495[0.00,4.00,0.00]=4.06']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.49', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.49', 'le_us=5859', 'est[0.03,-0.18,-0.05,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.35', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.62', 'le_us=5554', 'est[0.02,-0.16,-0.05,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.43', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=3.99', 'le_us=6530', 'est[0.02,-0.14,-0.05,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5554', 'est[0.02,-0.12,-0.06,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.50']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=3.97', 'le_us=6530', 'est[0.02,-0.11,-0.06,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5554', 'est[0.03,-0.09,-0.06,57]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5798', 'est[0.02,-0.09,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.18', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.59']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.93', '1495[0.00,4.00,0.00]=3.98', 'le_us=6744', 'est[0.02,-0.11,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5523', 'est[0.03,-0.07,-0.01,34]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.56', 'le_us=3265', 'est[-0.03,-0.04,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.82', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.67']"
"['5B01[4.00,4.00,0.00]=5.72', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.84', '1495[0.00,4.00,0.00]=3.99']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.99', 'le_us=3204', 'est[-0.03,-0.03,0.02,39]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.93', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5523', 'est[-0.03,-0.03,-0.00,55]']"
